transaction_id,trans_date_trans_time,card_number,merchant_name,merchant_category,transaction_amount,gender,transaction_location,Cities,State,dob,fraud_flag
5463,22-06-2020,3560000000000000.0,fraud_Friesen Ltd,5,3.03,0,56160 Nicholas Isle,540,34,04-03-1962,0
5464,22-06-2020,4.46e+18,fraud_Bahringer-Streich,1,134.75,0,6027 Scott Meadows Suite 494,191,42,26-11-1945,0
5465,22-06-2020,4840000000000000.0,"fraud_Berge, Kautzer and Harris",10,7.19,0,516 Brown Parks,437,21,12-04-1979,0
5466,22-06-2020,4.54e+18,fraud_Botsford Ltd,12,195.74,1,767 Adam Mill Apt. 115,233,31,18-07-1972,0
5467,22-06-2020,2250000000000000.0,fraud_Balistreri-Nader,9,28.53,0,7337 Browning Falls Suite 027,759,9,08-09-1987,0
5468,22-06-2020,3550000000000000.0,"fraud_Lehner, Mosciski and King",8,4.04,1,8030 Beck Motorway,485,24,05-03-1999,0
5469,22-06-2020,30100000000000.0,fraud_Mayert Group,12,5.01,0,02018 Gary Key Apt. 911,346,23,27-11-1992,0
5470,22-06-2020,6010000000000000.0,"fraud_Watsica, Haag and Considine",12,2.06,0,40624 Rebecca Spurs,187,2,08-04-1993,0
5471,22-06-2020,4000000000000000.0,"fraud_Dare, Casper and Bartoletti",7,29.81,0,03368 Michelle Trail,285,2,01-01-1958,0
5472,22-06-2020,571000000000.0,fraud_Zboncak LLC,1,122.57,0,0069 Robin Brooks Apt. 695,224,21,12-07-1995,0
5473,22-06-2020,4.54e+18,fraud_Kris-Kertzmann,13,5.46,1,767 Adam Mill Apt. 115,233,31,18-07-1972,0
5474,22-06-2020,4520000000000000.0,fraud_Kutch-Ferry,6,75.68,1,9579 Porter Tunnel,776,8,26-02-1993,0
5475,22-06-2020,3570000000000000.0,fraud_White and Sons,6,289.66,1,707 Anthony Causeway,405,14,24-11-1994,0
5476,22-06-2020,6010000000000000.0,fraud_Ziemann-Waters,5,47.95,0,030 Seth Divide Suite 355,747,35,01-09-1971,0
5477,22-06-2020,3570000000000000.0,"fraud_Lubowitz, Terry and Stracke",10,9.76,0,715 Joy Prairie,756,23,15-09-1950,0
5478,22-06-2020,6010000000000000.0,fraud_Gottlieb Group,7,36.25,1,95488 Cabrera Well,445,34,17-12-1943,0
5479,22-06-2020,676000000000.0,fraud_Kutch-Wilderman,6,34.54,0,8699 Lindsay Ford Apt. 486,508,4,21-08-1985,0
5480,22-06-2020,3550000000000000.0,fraud_Hudson-Grady,12,2.11,0,7202 Jeffrey Mills,156,46,01-09-1984,0
5481,22-06-2020,6010000000000000.0,"fraud_Labadie, Treutel and Bode",11,9.73,0,19838 Tonya Prairie Apt. 947,641,23,26-10-1988,0
5482,22-06-2020,4950000000000000.0,fraud_Flatley Group,9,8.96,0,75533 Tamara Valleys,416,13,15-06-1976,0
5483,22-06-2020,374000000000000.0,fraud_Langworth LLC,10,3.38,0,554 Mcdonald Valley Apt. 539,463,42,12-11-1970,0
5484,22-06-2020,3530000000000000.0,"fraud_Roberts, Ryan and Smith",10,95.22,0,32343 Saunders Course,201,13,13-09-1984,0
5485,22-06-2020,6540000000000000.0,"fraud_Nienow, Ankunding and Collier",9,68.66,0,444 Robert Mews,136,37,22-09-1997,0
5486,22-06-2020,502000000000.0,fraud_Ullrich Ltd,7,38.78,0,06393 Nancy Parkways Suite 855,255,1,08-01-1970,0
5487,22-06-2020,2720000000000000.0,"fraud_Durgan, Gislason and Spencer",6,78.84,1,42933 Ryan Underpass,436,40,18-08-1980,0
5488,22-06-2020,502000000000.0,fraud_Connelly PLC,1,10.12,1,6157 Nichols Mews,448,6,13-02-1962,0
5489,22-06-2020,4840000000000000.0,fraud_Kilback LLC,1,185.29,0,043 Hanson Turnpike,313,11,28-06-1999,0
5490,22-06-2020,180000000000000.0,"fraud_Terry, Johns and Bins",9,9.3,1,3337 Lisa Divide,662,8,28-02-1989,0
5491,22-06-2020,630000000000.0,fraud_Wuckert-Goldner,6,17.09,0,7107 Henderson Station,118,36,01-05-1936,0
5492,22-06-2020,3570000000000000.0,fraud_Sawayn PLC,12,4.04,1,428 Morgan River,337,33,29-07-1998,0
5493,22-06-2020,341000000000000.0,fraud_Jacobi and Sons,12,9.04,1,615 Clarke Spring Apt. 172,771,21,18-05-1980,0
5494,22-06-2020,180000000000000.0,"fraud_Hoppe, Harris and Bednar",0,118.51,0,17666 David Valleys,722,4,22-09-1972,0
5495,22-06-2020,4.65e+18,"fraud_Schaefer, Fay and Hilll",0,68.39,0,576 House Crossroad,795,33,25-06-1990,0
5496,22-06-2020,676000000000.0,fraud_Greenholt Ltd,5,89.45,1,81261 Garcia Underpass Suite 741,701,21,28-12-1974,0
5497,22-06-2020,2710000000000000.0,fraud_Pagac LLC,12,146.67,0,542 Finley Ports Apt. 396,787,37,30-08-1995,0
5498,22-06-2020,4420000000000000.0,"fraud_Turcotte, McKenzie and Koss",0,70.8,0,23220 Eaton Harbors,379,34,12-11-1957,0
5499,22-06-2020,2720000000000000.0,"fraud_Wuckert, Wintheiser and Friesen",6,75.34,1,42933 Ryan Underpass,436,40,18-08-1980,0
5500,22-06-2020,4940000000000000.0,fraud_Beier LLC,0,244.75,0,3531 Hamilton Highway,642,42,07-11-1990,0
5501,22-06-2020,213000000000000.0,"fraud_Koss, Hansen and Lueilwitz",6,56.03,1,7055 Fernandez Estates Apt. 676,123,19,14-01-1969,0
5502,22-06-2020,4860000000000.0,"fraud_Zemlak, Tillman and Cremin",10,3.36,0,897 Daugherty Mission,277,37,15-09-1956,0
5503,22-06-2020,4180000000000000.0,fraud_Cormier LLC,11,2.07,0,6807 Jacob Skyway Apt. 331,639,11,27-12-1982,0
5504,22-06-2020,3530000000000000.0,"fraud_Schneider, Hayes and Nikolaus",1,16.48,0,974 Cindy Stream,87,45,13-07-1975,0
5505,22-06-2020,4490000000000000.0,"fraud_Hintz, Bauch and Smith",5,74.17,1,5554 Mack Meadows,607,48,17-10-1986,0
5506,22-06-2020,4660000000000000.0,fraud_O'Hara-Wilderman,1,37.71,0,4879 Cristina Station,368,37,04-11-1945,0
5507,22-06-2020,3530000000000000.0,fraud_Botsford PLC,6,17.8,1,857 Aaron Circles Suite 398,359,39,04-06-1997,0
5508,22-06-2020,2230000000000000.0,fraud_Bode-Rempel,7,27.26,0,73869 Connie Prairie,766,9,15-01-1957,0
5509,22-06-2020,3510000000000000.0,"fraud_Medhurst, Cartwright and Ebert",10,154.13,1,1632 Cohen Drive Suite 639,321,31,30-08-1967,0
5510,22-06-2020,2720000000000000.0,"fraud_Gutmann, McLaughlin and Wiza",6,23.77,0,8030 Walker Heights,60,40,17-09-1940,0
5511,22-06-2020,2300000000000000.0,"fraud_Hauck, Dietrich and Funk",7,5.29,0,4970 Michelle Burgs,98,33,01-09-1999,0
5512,22-06-2020,5000000000000000.0,fraud_Romaguera Ltd,5,37.7,0,2819 Luke Greens Suite 563,366,23,18-11-1987,0
5513,22-06-2020,4.97e+18,fraud_Little Ltd,7,121.78,0,8986 Fitzgerald Plains,814,2,27-09-1965,0
5514,22-06-2020,4380000000000000.0,"fraud_Langworth, Boehm and Gulgowski",11,3.18,1,1561 Chase Grove,156,29,25-10-1999,0
5515,22-06-2020,6010000000000000.0,"fraud_Haley, Jewess and Bechtelar",12,3.08,0,3861 Anderson Ramp Apt. 536,203,44,02-09-1985,0
5516,22-06-2020,4220000000000.0,fraud_Ebert-Daugherty,13,6.04,1,27386 Snyder Station,562,21,20-01-1960,0
5517,22-06-2020,6530000000000000.0,fraud_Johnston-Casper,13,2.33,0,195 Murray Overpass Apt. 384,815,47,27-04-1965,0
5518,22-06-2020,4640000000000000.0,"fraud_Zemlak, Tillman and Cremin",10,38.93,0,320 Nicholson Orchard,734,43,23-04-1987,0
5519,22-06-2020,6530000000000000.0,"fraud_Roberts, Daniel and Macejkovic",7,134.06,1,63502 Brown Road Apt. 318,792,30,18-02-1964,0
5520,22-06-2020,4450000000000000.0,"fraud_Witting, Beer and Ernser",6,164.69,0,6760 Donovan Lakes,139,35,20-01-1972,0
5521,22-06-2020,3590000000000000.0,"fraud_Roberts, Daniel and Macejkovic",7,58.58,0,1007 Colton Forks,331,44,15-08-1935,0
5522,22-06-2020,6530000000000000.0,fraud_Stamm-Witting,11,9.35,0,29606 Martinez Views Suite 653,324,45,19-03-1998,0
5523,22-06-2020,574000000000.0,fraud_Zboncak LLC,1,123.3,1,0423 Kirby Field Suite 623,809,13,23-07-1986,0
5524,22-06-2020,676000000000.0,fraud_Hermann-Gaylord,9,3.52,0,9734 Beard Fields Suite 885,13,42,24-07-1983,0
5525,22-06-2020,2350000000000000.0,fraud_Berge-Ullrich,6,42.99,1,268 Hayes Rue Suite 811,299,37,02-02-1946,0
5526,22-06-2020,3590000000000000.0,"fraud_Reichert, Rowe and Mraz",11,5.48,0,350 Stacy Glens,703,40,05-03-1972,0
5527,22-06-2020,180000000000000.0,"fraud_McDermott, Osinski and Morar",6,87.35,1,5036 Victoria Ports Suite 249,230,37,01-11-1969,0
5528,22-06-2020,4030000000000000.0,fraud_Bernier and Sons,7,2.67,0,23142 Montoya Island Apt. 742,160,37,20-03-1949,0
5529,22-06-2020,60487002085.0,fraud_Hills-Witting,11,3.56,1,66234 Hall Lock Suite 758,353,24,15-08-1972,0
5530,22-06-2020,4.54e+18,fraud_Rau-Robel,7,108.82,1,767 Adam Mill Apt. 115,233,31,18-07-1972,0
5531,22-06-2020,4940000000000000.0,fraud_Stiedemann Ltd,1,50.42,0,3531 Hamilton Highway,642,42,07-11-1990,0
5532,22-06-2020,38600000000000.0,fraud_Boyer-Reichert,11,9.74,0,3047 Jeff Place,443,42,23-11-1990,0
5533,22-06-2020,4590000000000000.0,"fraud_Armstrong, Walter and Gottlieb",1,23.06,0,6983 Carrillo Isle,219,39,05-07-1997,0
5534,22-06-2020,4500000000000.0,fraud_Jakubowski Inc,6,19.23,1,86882 Desiree Camp Suite 047,751,19,07-04-1965,0
5535,22-06-2020,4.96e+18,fraud_Herman Inc,9,1.8,1,269 Sanchez Rapids,226,30,21-12-1980,0
5536,22-06-2020,4640000000000.0,fraud_Mohr Inc,12,4.09,1,1831 Faith View Suite 653,135,11,13-07-1990,0
5537,22-06-2020,3580000000000000.0,"fraud_Cole, Hills and Jewess",6,43.01,0,72269 Elizabeth Field Apt. 132,588,3,24-10-1981,0
5538,22-06-2020,375000000000000.0,fraud_Connelly PLC,1,21.59,1,61390 Hayes Port,643,21,05-11-1971,0
5539,22-06-2020,3500000000000000.0,"fraud_Witting, Beer and Ernser",6,53.56,1,0611 Stafford Valley Suite 504,509,8,02-01-1979,0
5540,22-06-2020,5580000000000000.0,fraud_Altenwerth-Kilback,6,67.83,1,078 Alex Fields,696,37,21-06-1990,0
5541,22-06-2020,36700000000000.0,"fraud_Becker, Harris and Harvey",10,8.67,0,8172 Robertson Parkways Suite 072,724,3,28-10-1987,0
5542,22-06-2020,213000000000000.0,"fraud_Hauck, Dietrich and Funk",7,34.66,0,034 Kimberly Mountains,87,8,30-11-1978,0
5543,22-06-2020,4.51e+18,fraud_Volkman-Predovic,11,4.43,0,864 Reynolds Plains,753,37,25-07-1983,0
5544,22-06-2020,2280000000000000.0,"fraud_Wuckert, Wintheiser and Friesen",6,88.23,0,9345 Spencer Junctions Suite 183,12,9,27-12-1997,0
5545,22-06-2020,3560000000000000.0,"fraud_Reichert, Rowe and Mraz",11,1.16,1,572 Davis Mountains,390,42,27-12-1999,0
5546,22-06-2020,30200000000000.0,"fraud_Mosciski, Ziemann and Farrell",11,8.72,1,3603 Mitchell Court,812,48,24-03-1980,0
5547,22-06-2020,2260000000000000.0,fraud_White and Sons,6,61.91,1,39631 Dunn Radial,276,29,11-04-1948,0
5548,22-06-2020,676000000000.0,fraud_Kozey-Boehm,11,8.25,1,81261 Garcia Underpass Suite 741,701,21,28-12-1974,0
5549,22-06-2020,30300000000000.0,fraud_Auer LLC,10,27.91,0,182 Sergio Summit Apt. 129,100,23,14-07-1954,0
5550,22-06-2020,3550000000000000.0,fraud_Rau-Grant,7,37.06,1,54822 Hill Forks,199,13,30-04-1962,0
5551,22-06-2020,4500000000000.0,fraud_Schiller Ltd,10,3.66,1,86882 Desiree Camp Suite 047,751,19,07-04-1965,0
5552,22-06-2020,5600000000000000.0,"fraud_Denesik, Powlowski and Pouros",6,37.92,1,5901 Foster Pine,370,17,23-04-1941,0
5553,22-06-2020,30200000000000.0,fraud_Boyer PLC,11,8.16,0,5395 Colon Burgs Suite 037,736,42,02-01-1976,0
5554,22-06-2020,180000000000000.0,fraud_Hackett Group,13,6.88,1,25748 John Wells,484,26,08-12-1953,0
5555,22-06-2020,2380000000000000.0,fraud_Fritsch and Sons,5,37.98,1,651 Miller Common,575,20,02-03-1956,0
5556,22-06-2020,3550000000000000.0,"fraud_Jones, Sawayn and Romaguera",8,83.52,1,8030 Beck Motorway,485,24,05-03-1999,0
5557,22-06-2020,2230000000000000.0,"fraud_Nicolas, Hills and McGlynn",0,39.08,0,67089 Caitlin Meadow Apt. 905,719,24,16-01-1960,0
5558,22-06-2020,4170000000000000.0,fraud_Gleason and Sons,7,17.79,0,55363 Aaron Circle Suite 450,401,37,15-02-1972,0
5559,22-06-2020,371000000000000.0,fraud_Reichel Inc,0,28.09,0,25961 Beverly Union Apt. 042,537,26,06-03-1984,0
5560,22-06-2020,213000000000000.0,fraud_Stiedemann Inc,9,24.29,0,181 Moreno Light Apt. 215,741,47,23-11-1997,0
5561,22-06-2020,4790000000000000.0,"fraud_Klocko, Runolfsdottir and Breitenberg",5,139.43,0,77321 Ford Via,488,33,27-04-1988,0
5562,22-06-2020,4.58e+18,fraud_Stamm-Witting,11,338.96,0,8152 Brittany Centers,177,42,16-04-1975,0
5563,22-06-2020,372000000000000.0,fraud_Bartoletti and Sons,10,17.91,1,0495 Baker Manors,559,33,09-06-1949,0
5564,22-06-2020,3550000000000000.0,"fraud_Bahringer, Osinski and Block",1,33.6,1,8030 Beck Motorway,485,24,05-03-1999,0
5565,22-06-2020,3590000000000000.0,fraud_Spencer-Runolfsson,9,1.13,1,622 Bradley Knoll Apt. 758,297,19,14-02-1984,0
5566,22-06-2020,4640000000000.0,fraud_Kris-Kertzmann,13,8.28,0,67632 Martin Gateway,249,17,13-06-1951,0
5567,22-06-2020,3590000000000000.0,"fraud_Stanton, Jakubowski and Baumbach",11,10.23,0,72966 Shannon Pass Apt. 391,52,2,20-12-1975,0
5568,22-06-2020,676000000000.0,fraud_Reilly LLC,6,72.39,0,3645 Atkins Island Apt. 238,232,15,18-07-1987,0
5569,22-06-2020,6530000000000000.0,fraud_Nienow PLC,0,80.82,0,29606 Martinez Views Suite 653,324,45,19-03-1998,0
5570,22-06-2020,4.29e+18,fraud_Jewess LLC,12,3.98,1,35822 Clayton Street Apt. 679,278,19,09-06-1973,0
5571,22-06-2020,3540000000000000.0,fraud_Nader-Maggio,10,28.08,1,95793 Andrea Ville Suite 533,194,11,10-08-1981,0
5572,22-06-2020,2380000000000000.0,fraud_Abbott-Steuber,10,3.38,1,651 Miller Common,575,20,02-03-1956,0
5573,22-06-2020,213000000000000.0,fraud_Connelly PLC,1,2.79,1,748 Bryan Fields Suite 935,634,49,11-09-1993,0
5574,22-06-2020,502000000000.0,fraud_Schaefer Ltd,7,51.26,1,7290 Ashlee Keys,383,23,18-03-1980,0
5575,22-06-2020,3580000000000000.0,fraud_Lubowitz-Walter,7,6.32,0,9486 Joel Common Suite 554,743,15,30-12-2004,0
5576,22-06-2020,4730000000000000.0,fraud_Hills-Boyer,10,3.77,1,874 Fred Knolls Apt. 609,558,33,19-09-1968,0
5577,22-06-2020,6010000000000000.0,"fraud_Nienow, Ankunding and Collier",9,180.35,1,06730 Joshua Isle Suite 555,529,18,03-04-1986,0
5578,22-06-2020,4.59e+18,fraud_Dach-Nader,8,148.08,0,6296 John Keys Suite 858,583,13,08-05-2004,0
5579,22-06-2020,3540000000000000.0,"fraud_Cronin, Kshlerin and Weber",5,73.62,1,94975 David Mews Apt. 316,721,42,19-06-1992,0
5580,22-06-2020,4650000000000000.0,fraud_Auer-West,11,444.86,0,302 Christina Islands,695,16,06-06-1999,0
5581,22-06-2020,343000000000000.0,fraud_Reichel Inc,0,36.52,0,234 Bridges Wells Apt. 389,126,29,05-08-1971,0
5582,22-06-2020,2580000000000000.0,fraud_Leannon-Ward,1,71.85,1,126 Underwood Drive,665,4,05-08-1959,0
5583,22-06-2020,4.04e+18,"fraud_Larkin, Stracke and Greenfelder",0,16.8,0,01505 Amy Stravenue,183,34,09-11-1970,0
5584,22-06-2020,4380000000000000.0,fraud_Friesen Ltd,5,34.84,1,2123 Jonathan Falls Suite 753,315,41,19-04-1982,0
5585,22-06-2020,4650000000000000.0,"fraud_Armstrong, Walter and Gottlieb",1,1.82,0,302 Christina Islands,695,16,06-06-1999,0
5586,22-06-2020,3580000000000000.0,"fraud_Runte, Green and Emard",5,105.73,0,72269 Elizabeth Field Apt. 132,588,3,24-10-1981,0
5587,22-06-2020,30300000000000.0,fraud_Adams-Barrows,5,7.45,0,182 Sergio Summit Apt. 129,100,23,14-07-1954,0
5588,22-06-2020,3590000000000000.0,fraud_Block Group,9,164.21,0,02110 Lucas Freeway Suite 517,51,11,02-01-1997,0
5589,22-06-2020,3550000000000000.0,fraud_Collier LLC,6,74.16,1,6458 Roberson Alley,808,23,27-09-1970,0
5590,22-06-2020,341000000000000.0,"fraud_Monahan, Bogisich and Ledner",9,37.35,1,615 Clarke Spring Apt. 172,771,21,18-05-1980,0
5591,22-06-2020,4640000000000000.0,"fraud_Nienow, Barrows and Romaguera",10,12.51,0,320 Nicholson Orchard,734,43,23-04-1987,0
5592,22-06-2020,3520000000000000.0,fraud_Torp-Lemke,9,4.69,0,6778 Campos Field,78,13,25-04-1990,0
5593,22-06-2020,6510000000000000.0,fraud_Goyette Inc,11,28.25,0,63991 Destiny Rue Apt. 651,752,42,04-05-1984,0
5594,22-06-2020,4120000000000000.0,fraud_Streich Ltd,6,10.66,0,265 Christian Summit Suite 231,237,1,21-07-1954,0
5595,22-06-2020,3500000000000000.0,fraud_Waelchi-Wolf,7,12.66,1,70858 Jasmine Meadows Apt. 135,409,34,23-07-1992,0
5596,22-06-2020,30500000000000.0,fraud_Schuppe LLC,0,134.24,0,180 Graves Shore,674,39,04-05-1973,0
5597,22-06-2020,3590000000000000.0,fraud_Kilback Group,1,49.49,0,000 Jennifer Mills,352,46,29-02-1984,0
5598,22-06-2020,38100000000000.0,fraud_Lesch Ltd,12,6.6,0,3522 Park Wells Suite 528,141,42,11-09-1995,0
5599,22-06-2020,6010000000000000.0,fraud_Gerlach Inc,11,5.1,0,1652 James Mews,323,34,15-09-1988,0
5600,22-06-2020,5560000000000000.0,fraud_Ernser-Feest,6,55.18,1,5916 Susan Bridge Apt. 939,286,4,21-12-1945,0
5601,22-06-2020,38100000000000.0,fraud_Schimmel-Olson,7,62.22,0,3522 Park Wells Suite 528,141,42,11-09-1995,0
5602,22-06-2020,4680000000000.0,"fraud_Reichert, Huels and Hoppe",11,8.39,1,319 Wendy Fort Suite 179,505,41,06-03-1978,0
5603,22-06-2020,4480000000000.0,fraud_Friesen-Ortiz,10,25.66,1,3206 Hall Divide Suite 282,818,1,21-01-1979,0
5604,22-06-2020,30500000000000.0,fraud_Thiel Ltd,13,5.6,0,180 Graves Shore,674,39,04-05-1973,0
5605,22-06-2020,3520000000000000.0,fraud_Schuppe-Schuppe,1,9.36,0,537 Rice Square Suite 040,470,34,12-11-1996,0
5606,22-06-2020,4.79e+18,fraud_Shanahan-Lehner,10,92.79,0,7952 Karen Pike,186,15,01-10-1978,0
5607,22-06-2020,4590000000000000.0,fraud_Volkman PLC,1,9.83,0,12444 Jacob Pines,523,20,12-04-1976,0
5608,22-06-2020,376000000000000.0,fraud_Streich Ltd,6,90.68,1,408 Bradley Rest,200,44,28-03-1986,0
5609,22-06-2020,6540000000000000.0,"fraud_Hermiston, Pacocha and Smith",5,6.38,1,701 Wilson Divide,322,14,08-02-1982,0
5610,22-06-2020,6530000000000000.0,fraud_Jakubowski Inc,6,3.5,1,63502 Brown Road Apt. 318,792,30,18-02-1964,0
5611,22-06-2020,2280000000000000.0,fraud_Rau and Sons,4,87.23,0,9345 Spencer Junctions Suite 183,12,9,27-12-1997,0
5612,22-06-2020,4.51e+18,fraud_Pfeffer and Sons,12,1.88,0,864 Reynolds Plains,753,37,25-07-1983,0
5613,22-06-2020,4660000000000000.0,fraud_Beer-Jast,7,77.44,0,4879 Cristina Station,368,37,04-11-1945,0
5614,22-06-2020,639000000000.0,"fraud_Hills, Hegmann and Schaefer",5,42.64,0,79472 Stevens Trace Apt. 120,298,33,05-06-1991,0
5615,22-06-2020,4510000000000.0,"fraud_Lang, Towne and Schuppe",7,28.55,0,507 John Overpass Suite 424,305,19,15-03-1933,0
5616,22-06-2020,4.91e+18,fraud_Leannon-Ward,1,18.99,1,838 Franklin Prairie Apt. 902,373,8,13-02-1987,0
5617,22-06-2020,350000000000000.0,fraud_Greenholt Ltd,5,82.17,1,61107 Edwards Dam Apt. 463,68,16,04-06-1984,0
5618,22-06-2020,6500000000000000.0,fraud_Price Inc,11,1.57,0,28925 Powell Mountains Apt. 762,580,42,05-05-1987,0
5619,22-06-2020,2720000000000000.0,"fraud_Bradtke, Torp and Bahringer",10,57.54,0,3325 Gregory Square,496,21,25-05-1927,0
5620,22-06-2020,376000000000000.0,fraud_Medhurst Inc,6,10.97,1,16744 Campbell Wall Apt. 372,738,44,12-04-1962,0
5621,22-06-2020,676000000000.0,"fraud_Brown, Homenick and Lesch",5,55.23,0,4529 Cannon Alley,125,48,10-12-1971,0
5622,22-06-2020,4.79e+18,fraud_Terry-Huel,11,517.36,0,7952 Karen Pike,186,15,01-10-1978,0
5623,22-06-2020,3520000000000000.0,fraud_Strosin-Cruickshank,4,69.14,0,537 Rice Square Suite 040,470,34,12-11-1996,0
5624,22-06-2020,30200000000000.0,fraud_Hyatt-Blick,13,6.82,0,5395 Colon Burgs Suite 037,736,42,02-01-1976,0
5625,22-06-2020,6530000000000000.0,"fraud_Brown, Homenick and Lesch",5,4.99,0,29606 Martinez Views Suite 653,324,45,19-03-1998,0
5626,22-06-2020,30400000000000.0,fraud_Predovic Inc,11,8.71,0,537 Walker Freeway,535,33,25-10-1993,0
5627,22-06-2020,2240000000000000.0,"fraud_Greenfelder, Bartoletti and Davis",8,181.44,1,43235 Mckenzie Views Apt. 837,799,16,10-04-1996,0
5628,22-06-2020,374000000000000.0,fraud_Gulgowski LLC,6,37.42,1,20937 Reed Lakes Apt. 271,772,7,20-07-1970,0
5629,22-06-2020,6600000000000000.0,fraud_Hamill-D'Amore,5,93.2,1,610 Samantha Park Suite 149,806,11,16-05-1968,0
5630,22-06-2020,213000000000000.0,fraud_Thiel Ltd,13,9.18,1,69252 Oconnor Alley Apt. 153,553,11,24-07-1969,0
5631,22-06-2020,3510000000000000.0,fraud_Shields-Wunsch,5,28.88,1,0356 Sarah Light,44,23,26-07-2001,0
5632,22-06-2020,36900000000000.0,fraud_Pacocha-Weissnat,7,88.04,0,4503 Patricia Route,463,12,11-02-1971,0
5633,22-06-2020,36700000000000.0,"fraud_Graham, Hegmann and Hammes",1,31.98,0,8172 Robertson Parkways Suite 072,724,3,28-10-1987,0
5634,22-06-2020,377000000000000.0,fraud_Ernser-Lynch,1,2.59,0,1898 Parker Fork Apt. 057,623,23,27-10-1974,0
5635,22-06-2020,213000000000000.0,fraud_Shanahan-Lehner,10,69.09,0,4664 Sanchez Common Suite 930,85,39,03-06-1984,0
5636,22-06-2020,2240000000000000.0,fraud_Adams-Barrows,5,36.15,1,43235 Mckenzie Views Apt. 837,799,16,10-04-1996,0
5637,22-06-2020,2720000000000000.0,fraud_Reilly LLC,6,80.17,1,42933 Ryan Underpass,436,40,18-08-1980,0
5638,22-06-2020,36100000000000.0,fraud_Terry Ltd,6,19.13,1,956 Sanchez Highway,434,16,26-06-1926,0
5639,22-06-2020,4380000000000000.0,fraud_Weber and Sons,1,29.43,1,2123 Jonathan Falls Suite 753,315,41,19-04-1982,0
5640,22-06-2020,571000000000.0,fraud_Kuhn LLC,8,1.22,0,4548 Werner Wells Apt. 441,454,37,19-01-1971,0
5641,22-06-2020,6510000000000000.0,fraud_Waters-Cruickshank,5,1.97,0,057 Martinez Radial,731,2,15-04-1985,0
5642,22-06-2020,4570000000000000.0,fraud_Frami Group,0,55.03,0,5097 Jodi Vista Suite 811,192,8,09-04-1988,0
5643,22-06-2020,343000000000000.0,"fraud_Kling, Howe and Schneider",6,14.24,0,551 Zachary Freeway,43,26,13-08-1962,0
5644,22-06-2020,4380000000000.0,fraud_Reilly and Sons,5,69.75,1,209 Austin Stream Apt. 231,348,14,22-09-1987,0
5645,22-06-2020,4.97e+18,"fraud_Mueller, Gerhold and Mueller",5,170.85,0,8986 Fitzgerald Plains,814,2,27-09-1965,0
5646,22-06-2020,676000000000.0,fraud_Cartwright PLC,7,73.41,1,3683 Parrish Circles,611,5,04-01-1988,0
5647,22-06-2020,3550000000000000.0,fraud_Gottlieb-Hansen,10,143.04,0,7202 Jeffrey Mills,156,46,01-09-1984,0
5648,22-06-2020,340000000000000.0,fraud_Daugherty LLC,7,91.2,0,9047 Rodriguez Turnpike,263,26,09-02-1934,0
5649,22-06-2020,344000000000000.0,"fraud_Hills, Hegmann and Schaefer",5,117.13,0,1535 Ryan Burgs Suite 919,194,11,24-01-1956,0
5650,22-06-2020,6010000000000000.0,fraud_Donnelly LLC,0,23.2,0,2807 Parker Station Suite 080,711,22,04-12-1995,0
5651,22-06-2020,3580000000000000.0,fraud_Botsford Ltd,12,115.42,0,899 Michele View Suite 960,587,37,01-01-1985,0
5652,22-06-2020,4340000000000000.0,"fraud_Moore, Dibbert and Koepp",8,7.64,0,852 Thomas Well Suite 339,561,23,20-05-1998,0
5653,22-06-2020,6520000000000000.0,fraud_Rau-Grant,7,154.06,1,560 Molina Path,544,33,13-04-1953,0
5654,22-06-2020,6010000000000000.0,"fraud_Dare, Casper and Bartoletti",7,72.53,0,1652 James Mews,323,34,15-09-1988,0
5655,22-06-2020,3600000000000000.0,fraud_Erdman-Ebert,10,9.47,1,0189 Emily Prairie,807,15,27-12-1985,0
5656,22-06-2020,6010000000000000.0,fraud_Shanahan-Lehner,10,173.25,0,62934 Maria Cliffs Suite 350,67,41,19-11-1960,0
5657,22-06-2020,30300000000000.0,"fraud_Kling, Howe and Schneider",6,38.32,0,908 Brooks Brook,419,13,28-11-1972,0
5658,22-06-2020,676000000000.0,"fraud_Schiller, Blanda and Johnson",6,22.65,0,07177 William Dale Apt. 547,667,4,25-04-1961,0
5659,22-06-2020,213000000000000.0,"fraud_Schroeder, Hauck and Treutel",0,3.81,1,748 Bryan Fields Suite 935,634,49,11-09-1993,0
5660,22-06-2020,6500000000000000.0,fraud_Abbott-Rogahn,0,73.66,1,155 Gregory Mount Suite 791,621,5,03-04-1985,0
5661,22-06-2020,373000000000000.0,fraud_Thiel-Thiel,0,91.28,0,4293 Ramirez Squares,618,22,20-02-2000,0
5662,22-06-2020,2260000000000000.0,fraud_Dooley Inc,12,6.92,1,5939 Garcia Forges Suite 297,664,42,17-10-1995,0
5663,22-06-2020,3550000000000000.0,fraud_Cummerata-Hilpert,0,70.1,1,8030 Beck Motorway,485,24,05-03-1999,0
5664,22-06-2020,6010000000000000.0,fraud_Botsford Ltd,12,1.2,0,030 Seth Divide Suite 355,747,35,01-09-1971,0
5665,22-06-2020,4.5e+18,"fraud_Effertz, Welch and Schowalter",0,92.32,0,670 Le Meadows Suite 250,392,8,03-07-1979,0
5666,22-06-2020,4.22e+18,"fraud_Lowe, Dietrich and Erdman",7,75.55,0,7898 Wanda Springs,158,4,22-05-1966,0
